file,agent_type,reassurance_type,reassurance_delivery_style,sequence_file,toc_turn,evidence_requests,accuracy,final_confidence,mean_abs_confidence_change,max_abs_confidence_jump,sd_confidence,confidence_delta_turn_1_to_2,confidence_range,n_confidence_points,condition
2026-05-27T08-12-56__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep3.json,jtc,calibrated,brief_naturalistic,sequence_1.json,3,2,1,84,13.0,20.0,13.613718571108091,6.0,26.0,3,jtc / calibrated / brief_naturalistic
2026-05-27T08-23-14__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep5.json,jtc,calibrated,confidence_focused,sequence_2.json,3,2,1,84,12.0,16.0,12.220201853215574,8.0,24.0,3,jtc / calibrated / confidence_focused
2026-05-27T08-41-26__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep9.json,nonjtc,calibrated,warm_supportive,sequence_1.json,4,3,1,82,21.333333333333332,34.0,30.03886371574886,6.0,64.0,4,nonjtc / calibrated / warm_supportive
2026-05-27T10-01-09__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep1.json,nonjtc,miscalibrated,confidence_focused,sequence_2.json,4,3,1,86,22.666666666666668,34.0,31.29962726082639,10.0,68.0,4,nonjtc / miscalibrated / confidence_focused
2026-05-27T10-01-35__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep3.json,nonjtc,miscalibrated,confidence_focused,sequence_2.json,4,3,1,86,22.666666666666668,33.0,31.159535726109056,10.0,68.0,4,nonjtc / miscalibrated / confidence_focused
2026-05-27T08-26-15__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep9.json,jtc,miscalibrated,brief_naturalistic,sequence_2.json,2,1,0,82,24.0,24.0,16.97056274847714,24.0,24.0,2,jtc / miscalibrated / brief_naturalistic
2026-05-27T08-22-48__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep2.json,jtc,calibrated,confidence_focused,sequence_2.json,3,2,1,84,11.0,16.0,11.372481406154654,6.0,22.0,3,jtc / calibrated / confidence_focused
2026-05-27T08-27-55__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_2__rep2.json,jtc,miscalibrated,warm_supportive,sequence_2.json,2,1,0,76,18.0,18.0,12.727922061357855,18.0,18.0,2,jtc / miscalibrated / warm_supportive
2026-05-27T08-12-49__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep2.json,jtc,calibrated,brief_naturalistic,sequence_1.json,4,3,1,91,15.0,24.0,17.727097901235837,-6.0,39.0,4,jtc / calibrated / brief_naturalistic
2026-05-27T08-23-32__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep7.json,jtc,calibrated,confidence_focused,sequence_2.json,3,2,1,84,11.0,16.0,11.372481406154654,6.0,22.0,3,jtc / calibrated / confidence_focused
2026-05-27T08-27-00__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_1__rep5.json,jtc,miscalibrated,warm_supportive,sequence_1.json,3,2,1,89,15.5,18.0,15.56705923844749,18.0,31.0,3,jtc / miscalibrated / warm_supportive
2026-05-27T08-31-59__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep10.json,jtc,miscalibrated,process_focused,sequence_2.json,3,2,0,84,13.0,16.0,13.114877048604,16.0,26.0,3,jtc / miscalibrated / process_focused
2026-05-27T08-20-04__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep3.json,jtc,calibrated,process_focused,sequence_2.json,3,2,1,82,12.0,15.0,12.12435565298214,9.0,24.0,3,jtc / calibrated / process_focused
2026-05-27T08-21-49__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep5.json,jtc,calibrated,confidence_focused,sequence_1.json,3,2,1,86,12.0,18.0,12.489995996796797,6.0,24.0,3,jtc / calibrated / confidence_focused
2026-05-27T09-01-12__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep2.json,nonjtc,miscalibrated,warm_supportive,sequence_2.json,4,3,1,84,22.0,34.0,30.506829836393468,10.0,66.0,4,nonjtc / miscalibrated / warm_supportive
2026-05-27T08-36-29__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep8.json,nonjtc,calibrated,brief_naturalistic,sequence_1.json,5,4,1,87,17.25,32.0,29.711950457686214,6.0,69.0,5,nonjtc / calibrated / brief_naturalistic
2026-05-27T09-03-48__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep3.json,nonjtc,miscalibrated,process_focused,sequence_1.json,5,4,1,86,17.0,27.0,28.411265371327623,12.0,68.0,5,nonjtc / miscalibrated / process_focused
2026-05-27T08-13-31__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep7.json,jtc,calibrated,brief_naturalistic,sequence_1.json,4,3,1,91,15.0,24.0,17.727097901235837,-6.0,39.0,4,jtc / calibrated / brief_naturalistic
2026-05-27T08-52-56__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_2__rep5.json,nonjtc,calibrated,confidence_focused,sequence_2.json,5,4,1,84,16.5,23.0,27.13853349022382,6.0,66.0,5,nonjtc / calibrated / confidence_focused
2026-05-27T08-34-33__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep9.json,jtc,miscalibrated,confidence_focused,sequence_2.json,3,2,1,84,11.0,16.0,11.372481406154654,16.0,22.0,3,jtc / miscalibrated / confidence_focused
2026-05-27T09-02-25__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep7.json,nonjtc,miscalibrated,warm_supportive,sequence_2.json,5,4,1,84,16.5,34.0,29.14103635768639,6.0,66.0,5,nonjtc / miscalibrated / warm_supportive
2026-05-27T08-18-56__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_1__rep5.json,jtc,calibrated,process_focused,sequence_1.json,3,2,1,86,14.0,22.0,14.742229591663987,6.0,28.0,3,jtc / calibrated / process_focused
2026-05-27T08-24-46__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep6.json,jtc,miscalibrated,brief_naturalistic,sequence_1.json,3,2,1,91,14.5,16.0,14.52583904633395,16.0,29.0,3,jtc / miscalibrated / brief_naturalistic
2026-05-27T09-02-52__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep9.json,nonjtc,miscalibrated,warm_supportive,sequence_2.json,5,4,1,86,17.0,34.0,30.44339008717656,6.0,68.0,5,nonjtc / miscalibrated / warm_supportive
2026-05-27T08-15-13__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep8.json,jtc,calibrated,brief_naturalistic,sequence_2.json,3,2,1,81,11.5,19.0,12.288205727444508,4.0,23.0,3,jtc / calibrated / brief_naturalistic
2026-05-27T08-18-48__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_1__rep4.json,jtc,calibrated,process_focused,sequence_1.json,3,2,1,84,13.0,23.0,14.224392195567912,3.0,26.0,3,jtc / calibrated / process_focused
2026-05-27T08-20-54__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep9.json,jtc,calibrated,process_focused,sequence_2.json,3,2,1,82,12.0,18.0,12.489995996796797,6.0,24.0,3,jtc / calibrated / process_focused
2026-05-27T08-26-34__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_1__rep2.json,jtc,miscalibrated,warm_supportive,sequence_1.json,2,1,1,81,19.0,19.0,13.435028842544403,19.0,19.0,2,jtc / miscalibrated / warm_supportive
2026-05-27T08-22-32__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep10.json,jtc,calibrated,confidence_focused,sequence_1.json,3,2,1,84,13.0,20.0,13.613718571108091,6.0,26.0,3,jtc / calibrated / confidence_focused
2026-05-27T08-14-23__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_2__rep3.json,jtc,calibrated,brief_naturalistic,sequence_2.json,4,3,1,86,13.333333333333334,18.0,14.877275736280932,-6.0,34.0,4,jtc / calibrated / brief_naturalistic
2026-05-27T08-29-29__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_1__rep3.json,jtc,miscalibrated,process_focused,sequence_1.json,3,2,1,92,16.0,18.0,16.041612554021288,18.0,32.0,3,jtc / miscalibrated / process_focused
2026-05-27T09-05-01__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep9.json,nonjtc,miscalibrated,process_focused,sequence_1.json,4,3,1,84,24.0,38.0,33.36165463522455,12.0,72.0,4,nonjtc / miscalibrated / process_focused
2026-05-27T08-58-29__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep10.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2.json,4,3,1,84,22.0,34.0,30.506829836393468,10.0,66.0,4,nonjtc / miscalibrated / brief_naturalistic
2026-05-27T10-01-22__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep2.json,nonjtc,miscalibrated,confidence_focused,sequence_2.json,4,3,1,84,22.0,34.0,30.506829836393468,10.0,66.0,4,nonjtc / miscalibrated / confidence_focused
2026-05-27T08-31-40__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_2__rep8.json,jtc,miscalibrated,process_focused,sequence_2.json,3,2,0,84,13.0,16.0,13.114877048604,16.0,26.0,3,jtc / miscalibrated / process_focused
2026-05-27T08-55-42__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep7.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1.json,4,3,1,84,22.0,34.0,30.506829836393468,10.0,66.0,4,nonjtc / miscalibrated / brief_naturalistic
2026-05-27T08-57-02__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep3.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2.json,5,4,1,86,17.0,30.0,29.17533204609675,10.0,68.0,5,nonjtc / miscalibrated / brief_naturalistic
2026-05-27T09-06-14__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep5.json,nonjtc,miscalibrated,process_focused,sequence_2.json,4,3,1,84,22.0,32.0,30.215889859476256,10.0,66.0,4,nonjtc / miscalibrated / process_focused
2026-05-27T08-34-54__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep1.json,nonjtc,calibrated,brief_naturalistic,sequence_1.json,4,3,1,84,22.0,34.0,30.854497241083024,6.0,66.0,4,nonjtc / calibrated / brief_naturalistic
2026-05-27T08-45-06__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_1__rep4.json,nonjtc,calibrated,process_focused,sequence_1.json,5,4,1,82,16.0,22.0,26.17632518135424,10.0,64.0,5,nonjtc / calibrated / process_focused
2026-05-27T08-28-32__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_2__rep6.json,jtc,miscalibrated,warm_supportive,sequence_2.json,3,2,0,84,13.0,18.0,13.316656236958787,18.0,26.0,3,jtc / miscalibrated / warm_supportive
2026-05-27T08-16-08__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_1__rep5.json,jtc,calibrated,warm_supportive,sequence_1.json,3,2,1,86,14.0,22.0,14.742229591663987,6.0,28.0,3,jtc / calibrated / warm_supportive
2026-05-27T08-36-00__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep6.json,nonjtc,calibrated,brief_naturalistic,sequence_1.json,5,4,1,86,17.0,34.0,30.44339008717656,6.0,68.0,5,nonjtc / calibrated / brief_naturalistic
2026-05-27T08-24-31__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep4.json,jtc,miscalibrated,brief_naturalistic,sequence_1.json,3,2,1,84,31.0,36.0,31.13411847689498,36.0,62.0,3,jtc / miscalibrated / brief_naturalistic
2026-05-27T08-47-10__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep3.json,nonjtc,calibrated,process_focused,sequence_2.json,5,4,1,86,17.0,30.0,29.17533204609675,10.0,68.0,5,nonjtc / calibrated / process_focused
2026-05-27T08-55-03__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep4.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1.json,5,4,1,86,17.0,28.0,28.319604517012593,10.0,68.0,5,nonjtc / miscalibrated / brief_naturalistic
2026-05-27T09-01-26__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep3.json,nonjtc,miscalibrated,warm_supportive,sequence_2.json,5,4,1,84,16.5,30.0,28.614681546367066,10.0,66.0,5,nonjtc / miscalibrated / warm_supportive
2026-05-27T08-33-13__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_1__rep9.json,jtc,miscalibrated,confidence_focused,sequence_1.json,3,2,1,90,16.0,18.0,16.041612554021288,18.0,32.0,3,jtc / miscalibrated / confidence_focused
2026-05-27T08-41-57__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_2__rep1.json,nonjtc,calibrated,warm_supportive,sequence_2.json,5,4,1,86,17.0,34.0,30.44339008717656,6.0,68.0,5,nonjtc / calibrated / warm_supportive
2026-05-27T08-25-14__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep10.json,jtc,miscalibrated,brief_naturalistic,sequence_1.json,2,1,1,84,26.0,26.0,18.384776310850235,26.0,26.0,2,jtc / miscalibrated / brief_naturalistic
2026-05-27T08-56-38__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep1.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2.json,5,4,1,86,17.0,30.0,29.17533204609675,10.0,68.0,5,nonjtc / miscalibrated / brief_naturalistic
2026-05-27T08-19-13__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_1__rep7.json,jtc,calibrated,process_focused,sequence_1.json,3,2,1,84,13.0,22.0,14.0,4.0,26.0,3,jtc / calibrated / process_focused
2026-05-27T08-25-00__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_1__rep8.json,jtc,miscalibrated,brief_naturalistic,sequence_1.json,2,1,1,83,25.0,25.0,17.67766952966369,25.0,25.0,2,jtc / miscalibrated / brief_naturalistic
2026-05-27T08-25-22__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep1.json,jtc,miscalibrated,brief_naturalistic,sequence_2.json,3,2,1,83,12.5,20.0,13.228756555322953,20.0,25.0,3,jtc / miscalibrated / brief_naturalistic
2026-05-27T08-33-39__openai_gpt_5_4__jtc__miscalibrated__confidence_focused__sequence_2__rep2.json,jtc,miscalibrated,confidence_focused,sequence_2.json,3,2,1,83,12.5,14.0,12.529964086141668,14.0,25.0,3,jtc / miscalibrated / confidence_focused
2026-05-27T08-57-54__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_2__rep7.json,nonjtc,miscalibrated,brief_naturalistic,sequence_2.json,5,4,1,84,16.5,30.0,28.24889378365107,10.0,66.0,5,nonjtc / miscalibrated / brief_naturalistic
2026-05-27T08-48-12__openai_gpt_5_4__nonjtc__calibrated__process_focused__sequence_2__rep7.json,nonjtc,calibrated,process_focused,sequence_2.json,5,4,1,84,16.5,34.0,29.14103635768639,6.0,66.0,5,nonjtc / calibrated / process_focused
2026-05-27T08-51-10__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep9.json,nonjtc,calibrated,confidence_focused,sequence_1.json,6,5,1,90,14.4,28.0,29.926576817270632,6.0,72.0,6,nonjtc / calibrated / confidence_focused
2026-05-27T08-50-00__openai_gpt_5_4__nonjtc__calibrated__confidence_focused__sequence_1__rep4.json,nonjtc,calibrated,confidence_focused,sequence_1.json,5,4,1,84,16.5,32.0,28.705400188814647,6.0,66.0,5,nonjtc / calibrated / confidence_focused
2026-05-27T09-04-11__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_1__rep5.json,nonjtc,miscalibrated,process_focused,sequence_1.json,4,3,1,83,21.666666666666668,42.0,27.982137159266443,14.0,65.0,4,nonjtc / miscalibrated / process_focused
2026-05-27T08-21-58__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep6.json,jtc,calibrated,confidence_focused,sequence_1.json,3,2,1,84,13.0,22.0,14.0,4.0,26.0,3,jtc / calibrated / confidence_focused
2026-05-27T08-26-09__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep8.json,jtc,miscalibrated,brief_naturalistic,sequence_2.json,2,1,0,83,22.0,22.0,15.556349186104045,22.0,22.0,2,jtc / miscalibrated / brief_naturalistic
2026-05-27T09-02-38__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_2__rep8.json,nonjtc,miscalibrated,warm_supportive,sequence_2.json,5,4,1,86,17.0,34.0,29.711950457686214,6.0,68.0,5,nonjtc / miscalibrated / warm_supportive
2026-05-27T08-56-10__openai_gpt_5_4__nonjtc__miscalibrated__brief_naturalistic__sequence_1__rep9.json,nonjtc,miscalibrated,brief_naturalistic,sequence_1.json,5,4,1,88,17.5,32.0,29.718680993610736,10.0,70.0,5,nonjtc / miscalibrated / brief_naturalistic
2026-05-27T08-27-50__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_2__rep1.json,jtc,miscalibrated,warm_supportive,sequence_2.json,3,2,0,84,13.0,14.0,13.012814197295423,14.0,26.0,3,jtc / miscalibrated / warm_supportive
2026-05-27T08-16-58__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep1.json,jtc,calibrated,warm_supportive,sequence_2.json,3,2,1,84,13.0,16.0,13.114877048604,10.0,26.0,3,jtc / calibrated / warm_supportive
2026-05-27T08-36-15__openai_gpt_5_4__nonjtc__calibrated__brief_naturalistic__sequence_1__rep7.json,nonjtc,calibrated,brief_naturalistic,sequence_1.json,5,4,1,84,16.5,32.0,28.705400188814647,6.0,66.0,5,nonjtc / calibrated / brief_naturalistic
2026-05-27T08-17-51__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep7.json,jtc,calibrated,warm_supportive,sequence_2.json,3,2,0,84,13.0,16.0,13.114877048604,10.0,26.0,3,jtc / calibrated / warm_supportive
2026-05-27T09-06-01__openai_gpt_5_4__nonjtc__miscalibrated__process_focused__sequence_2__rep4.json,nonjtc,miscalibrated,process_focused,sequence_2.json,5,4,1,88,17.5,28.0,29.698484809834994,12.0,70.0,5,nonjtc / miscalibrated / process_focused
2026-05-27T08-21-31__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_1__rep3.json,jtc,calibrated,confidence_focused,sequence_1.json,3,2,1,84,13.0,20.0,13.613718571108091,6.0,26.0,3,jtc / calibrated / confidence_focused
2026-05-27T08-21-04__openai_gpt_5_4__jtc__calibrated__process_focused__sequence_2__rep10.json,jtc,calibrated,process_focused,sequence_2.json,3,2,1,83,12.5,19.0,13.051181300301263,6.0,25.0,3,jtc / calibrated / process_focused
2026-05-27T09-08-11__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_1__rep4.json,nonjtc,miscalibrated,confidence_focused,sequence_1.json,5,4,1,86,17.0,26.0,28.192197502145874,10.0,68.0,5,nonjtc / miscalibrated / confidence_focused
2026-05-27T08-28-46__openai_gpt_5_4__jtc__miscalibrated__warm_supportive__sequence_2__rep8.json,jtc,miscalibrated,warm_supportive,sequence_2.json,3,2,1,84,13.0,14.0,13.012814197295423,14.0,26.0,3,jtc / miscalibrated / warm_supportive
2026-05-27T08-40-38__openai_gpt_5_4__nonjtc__calibrated__warm_supportive__sequence_1__rep5.json,nonjtc,calibrated,warm_supportive,sequence_1.json,5,4,1,88,17.5,30.0,30.35127674415032,6.0,70.0,5,nonjtc / calibrated / warm_supportive
2026-05-27T08-17-59__openai_gpt_5_4__jtc__calibrated__warm_supportive__sequence_2__rep8.json,jtc,calibrated,warm_supportive,sequence_2.json,3,2,1,82,12.0,18.0,12.489995996796797,6.0,24.0,3,jtc / calibrated / warm_supportive
2026-05-27T08-29-47__openai_gpt_5_4__jtc__miscalibrated__process_focused__sequence_1__rep5.json,jtc,miscalibrated,process_focused,sequence_1.json,3,2,1,88,15.0,18.0,15.0996688705415,18.0,30.0,3,jtc / miscalibrated / process_focused
2026-05-27T08-25-36__openai_gpt_5_4__jtc__miscalibrated__brief_naturalistic__sequence_2__rep3.json,jtc,miscalibrated,brief_naturalistic,sequence_2.json,3,2,1,84,13.0,18.0,13.316656236958787,18.0,26.0,3,jtc / miscalibrated / brief_naturalistic
2026-05-27T09-00-18__openai_gpt_5_4__nonjtc__miscalibrated__warm_supportive__sequence_1__rep8.json,nonjtc,miscalibrated,warm_supportive,sequence_1.json,5,4,1,86,18.5,36.0,32.3295530436163,6.0,74.0,5,nonjtc / miscalibrated / warm_supportive
2026-05-27T08-23-50__openai_gpt_5_4__jtc__calibrated__confidence_focused__sequence_2__rep9.json,jtc,calibrated,confidence_focused,sequence_2.json,3,2,1,84,13.0,18.0,13.316656236958787,8.0,26.0,3,jtc / calibrated / confidence_focused
2026-05-27T08-13-21__openai_gpt_5_4__jtc__calibrated__brief_naturalistic__sequence_1__rep6.json,jtc,calibrated,brief_naturalistic,sequence_1.json,3,2,1,84,13.0,20.0,13.613718571108091,6.0,26.0,3,jtc / calibrated / brief_naturalistic
2026-05-27T10-03-05__openai_gpt_5_4__nonjtc__miscalibrated__confidence_focused__sequence_2__rep9.json,nonjtc,miscalibrated,confidence_focused,sequence_2.json,4,3,1,85,22.333333333333332,34.0,30.901725949640202,10.0,67.0,4,nonjtc / miscalibrated / confidence_focused
